Date,ProductName,DeliveredAlwaysbest,DeliveredTop,DeliveredColMart,DemandAlwaysbest,DemandTop,DemandColMart
2018-08-13,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-13,Fressie Orange/Mango+C 1L,11400,0,0,11400,0,0
2018-08-14,Fressie Orange 1 liter,0,0,0,0,0,0
2018-08-14,Fressie Orange/Mango 1 liter,0,0,2400,0,0,2400
2018-08-14,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-08-14,Fressie Orange PET,0,0,48960,0,0,48960
2018-08-14,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-14,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-08-15,Fressie Orange 1 liter,0,0,0,0,0,0
2018-08-15,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-08-15,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-08-15,Fressie Orange PET,0,0,0,0,0,0
2018-08-15,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-15,Fressie Orange/Mango+C 1L,0,0,8400,0,0,8400
2018-08-16,Fressie Orange 1 liter,140400,0,0,140400,0,0
2018-08-16,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-08-16,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-08-16,Fressie Orange PET,0,43200,0,0,43200,0
2018-08-16,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-16,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-08-17,Fressie Orange 1 liter,0,0,76200,0,0,76200
2018-08-17,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-08-17,Fressie Orange/C-power PET,0,0,0,0,5760,0
2018-08-17,Fressie Orange PET,0,0,0,0,0,0
2018-08-17,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-17,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-08-20,Fressie Orange 1 liter,0,0,0,0,0,0
2018-08-20,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-08-20,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-08-20,Fressie Orange PET,34560,23040,51840,34560,23040,51840
2018-08-20,Fressie Orange/Mango PET,0,0,17280,0,0,17280
2018-08-20,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-08-21,Fressie Orange 1 liter,18600,0,0,18600,0,0
2018-08-21,Fressie Orange/Mango 1 liter,0,0,4200,0,0,4200
2018-08-21,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-08-21,Fressie Orange PET,0,23040,0,0,23040,0
2018-08-21,Fressie Orange/Mango PET,0,8640,0,0,8640,0
2018-08-21,Fressie Orange/Mango+C 1L,10800,0,0,10800,0,0
2018-08-22,Fressie Orange 1 liter,0,0,48000,0,0,48000
2018-08-22,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-08-22,Fressie Orange/C-power PET,0,0,0,0,0,5760
2018-08-22,Fressie Orange PET,0,0,0,0,0,0
2018-08-22,Fressie Orange/Mango PET,2880,11520,0,2880,11520,0
2018-08-22,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-08-23,Fressie Orange 1 liter,0,0,0,0,0,0
2018-08-23,Fressie Orange/Mango 1 liter,3000,0,0,3000,0,0
2018-08-23,Fressie Orange/C-power PET,2880,0,0,2880,0,0
2018-08-23,Fressie Orange PET,40320,0,43200,40320,0,43200
2018-08-23,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-23,Fressie Orange/Mango+C 1L,0,0,15600,0,0,15600
2018-08-24,Fressie Orange 1 liter,0,0,0,0,0,0
2018-08-24,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-08-24,Fressie Orange/C-power PET,2880,0,0,2880,0,0
2018-08-24,Fressie Orange PET,0,0,0,0,0,0
2018-08-24,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-24,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-08-27,Fressie Orange 1 liter,27000,0,51600,27000,0,51600
2018-08-27,Fressie Orange/Mango 1 liter,0,0,3600,0,0,3600
2018-08-27,Fressie Orange/C-power PET,0,0,354,0,0,5760
2018-08-27,Fressie Orange PET,0,0,0,0,0,0
2018-08-27,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-27,Fressie Orange/Mango+C 1L,11400,0,0,11400,0,0
2018-08-28,Fressie Orange 1 liter,28200,0,82200,28200,0,82200
2018-08-28,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-08-28,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-08-28,Fressie Orange PET,0,0,0,0,0,0
2018-08-28,Fressie Orange/Mango PET,0,0,8640,0,0,8640
2018-08-28,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-08-29,Fressie Orange 1 liter,0,0,0,0,0,0
2018-08-29,Fressie Orange/Mango 1 liter,3000,0,0,3000,0,0
2018-08-29,Fressie Orange/C-power PET,0,0,0,2880,0,0
2018-08-29,Fressie Orange PET,0,0,0,0,0,0
2018-08-29,Fressie Orange/Mango PET,5760,14400,0,5760,14400,0
2018-08-29,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-08-30,Fressie Orange 1 liter,29400,0,64800,29400,0,64800
2018-08-30,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-08-30,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-08-30,Fressie Orange PET,0,0,0,0,0,0
2018-08-30,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-30,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-08-31,Fressie Orange 1 liter,0,0,0,0,0,0
2018-08-31,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-08-31,Fressie Orange/C-power PET,0,0,0,0,0,2880
2018-08-31,Fressie Orange PET,31680,28800,0,31680,28800,0
2018-08-31,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-08-31,Fressie Orange/Mango+C 1L,16200,0,0,16200,0,0
2018-12-03,Fressie Orange 1 liter,0,0,66600,0,0,66600
2018-12-03,Fressie Orange/Mango 1 liter,0,0,3600,0,0,3600
2018-12-03,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-03,Fressie Orange PET,23040,0,34560,23040,0,34560
2018-12-03,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-03,Fressie Orange/Mango+C 1L,0,0,7200,0,0,7200
2018-12-04,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-04,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-04,Fressie Orange/C-power PET,0,0,0,2880,2880,0
2018-12-04,Fressie Orange PET,0,0,0,0,0,0
2018-12-04,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-04,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-05,Fressie Orange 1 liter,24600,0,0,24600,0,0
2018-12-05,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-05,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-05,Fressie Orange PET,0,0,0,0,0,0
2018-12-05,Fressie Orange/Mango PET,5760,0,0,5760,0,0
2018-12-05,Fressie Orange/Mango+C 1L,10200,0,0,10200,0,0
2018-12-06,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-06,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-06,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-06,Fressie Orange PET,0,37440,31680,0,37440,31680
2018-12-06,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-06,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-07,Fressie Orange 1 liter,0,0,33000,0,0,33000
2018-12-07,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-07,Fressie Orange/C-power PET,0,0,5760,0,0,5760
2018-12-07,Fressie Orange PET,0,0,0,0,0,0
2018-12-07,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-07,Fressie Orange/Mango+C 1L,0,0,9000,0,0,9000
2018-12-10,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-10,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-10,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-10,Fressie Orange PET,0,0,0,0,0,0
2018-12-10,Fressie Orange/Mango PET,0,5760,0,0,5760,0
2018-12-10,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-11,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-11,Fressie Orange/Mango 1 liter,0,0,4200,0,0,4200
2018-12-11,Fressie Orange/C-power PET,0,0,0,0,11520,0
2018-12-11,Fressie Orange PET,0,0,0,0,0,0
2018-12-11,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-11,Fressie Orange/Mango+C 1L,11400,0,16800,11400,0,16800
2018-12-12,Fressie Orange 1 liter,40200,0,0,40200,0,0
2018-12-12,Fressie Orange/Mango 1 liter,2812,0,0,3000,0,0
2018-12-12,Fressie Orange/C-power PET,2880,0,0,2880,0,0
2018-12-12,Fressie Orange PET,28800,0,0,28800,0,0
2018-12-12,Fressie Orange/Mango PET,14400,0,0,14400,0,0
2018-12-12,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-13,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-13,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-13,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-13,Fressie Orange PET,0,28800,51840,0,28800,51840
2018-12-13,Fressie Orange/Mango PET,0,0,14400,0,0,14400
2018-12-13,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-14,Fressie Orange 1 liter,25200,0,0,25200,0,0
2018-12-14,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-14,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-14,Fressie Orange PET,0,0,0,0,0,0
2018-12-14,Fressie Orange/Mango PET,0,5760,0,0,5760,0
2018-12-14,Fressie Orange/Mango+C 1L,12000,0,0,12000,0,0
2018-12-17,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-17,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-17,Fressie Orange/C-power PET,0,0,5760,0,0,5760
2018-12-17,Fressie Orange PET,0,31680,0,0,31680,0
2018-12-17,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-17,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-18,Fressie Orange 1 liter,136200,0,75000,136200,0,75000
2018-12-18,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-18,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-18,Fressie Orange PET,0,0,0,0,0,0
2018-12-18,Fressie Orange/Mango PET,2880,0,0,2880,0,0
2018-12-18,Fressie Orange/Mango+C 1L,22200,0,12000,22200,0,12000
2018-12-19,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-19,Fressie Orange/Mango 1 liter,0,0,4200,0,0,4200
2018-12-19,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-19,Fressie Orange PET,0,0,0,0,0,0
2018-12-19,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-19,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-20,Fressie Orange 1 liter,35400,0,42000,35400,0,42000
2018-12-20,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-20,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-20,Fressie Orange PET,25920,0,57600,25920,0,57600
2018-12-20,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-20,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-21,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-21,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-21,Fressie Orange/C-power PET,0,0,5760,0,0,5760
2018-12-21,Fressie Orange PET,0,43200,0,0,43200,0
2018-12-21,Fressie Orange/Mango PET,0,0,20160,0,0,20160
2018-12-21,Fressie Orange/Mango+C 1L,0,0,8400,0,0,8400
2018-12-24,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-24,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-24,Fressie Orange/C-power PET,2880,0,0,2880,0,0
2018-12-24,Fressie Orange PET,23040,0,0,23040,0,0
2018-12-24,Fressie Orange/Mango PET,5760,0,0,5760,0,0
2018-12-24,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-25,Fressie Orange 1 liter,17400,0,0,17400,0,0
2018-12-25,Fressie Orange/Mango 1 liter,3600,0,4200,3600,0,4200
2018-12-25,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-25,Fressie Orange PET,0,0,0,0,0,0
2018-12-25,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-25,Fressie Orange/Mango+C 1L,8400,0,0,8400,0,0
2018-12-26,Fressie Orange 1 liter,15600,0,54000,15600,0,54000
2018-12-26,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-26,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-26,Fressie Orange PET,0,0,0,0,0,0
2018-12-26,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-26,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-27,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-27,Fressie Orange/Mango 1 liter,0,0,327,0,0,3600
2018-12-27,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-12-27,Fressie Orange PET,0,51840,0,0,51840,0
2018-12-27,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-27,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-12-28,Fressie Orange 1 liter,27000,0,66000,27000,0,66000
2018-12-28,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-12-28,Fressie Orange/C-power PET,0,4423,0,0,5760,0
2018-12-28,Fressie Orange PET,28800,17280,0,28800,17280,0
2018-12-28,Fressie Orange/Mango PET,0,14400,5760,0,14400,5760
2018-12-28,Fressie Orange/Mango+C 1L,9000,0,16200,9000,0,16200
2018-12-31,Fressie Orange 1 liter,0,0,0,0,0,0
2018-12-31,Fressie Orange/Mango 1 liter,0,0,0,2400,0,0
2018-12-31,Fressie Orange/C-power PET,0,0,0,0,0,5760
2018-12-31,Fressie Orange PET,0,0,57600,0,0,57600
2018-12-31,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-12-31,Fressie Orange/Mango+C 1L,7800,0,0,7800,0,0
2018-11-01,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-01,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-01,Fressie Orange/C-power PET,0,0,2880,0,0,2880
2018-11-01,Fressie Orange PET,0,0,0,0,0,0
2018-11-01,Fressie Orange/Mango PET,0,14400,0,0,14400,0
2018-11-01,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-02,Fressie Orange 1 liter,39000,0,46800,39000,0,46800
2018-11-02,Fressie Orange/Mango 1 liter,2400,0,0,2400,0,0
2018-11-02,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-02,Fressie Orange PET,0,0,0,0,0,0
2018-11-02,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-02,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-05,Fressie Orange 1 liter,73800,0,0,73800,0,0
2018-11-05,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-05,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-05,Fressie Orange PET,0,0,0,0,0,0
2018-11-05,Fressie Orange/Mango PET,5760,0,8640,5760,0,8640
2018-11-05,Fressie Orange/Mango+C 1L,4800,0,0,4800,0,0
2018-11-06,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-06,Fressie Orange/Mango 1 liter,0,0,10200,0,0,10200
2018-11-06,Fressie Orange/C-power PET,0,5760,0,0,5760,0
2018-11-06,Fressie Orange PET,69120,0,0,69120,0,0
2018-11-06,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-06,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-07,Fressie Orange 1 liter,26400,0,48000,26400,0,48000
2018-11-07,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-07,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-07,Fressie Orange PET,0,0,0,0,0,0
2018-11-07,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-07,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-08,Fressie Orange 1 liter,0,0,39600,0,0,39600
2018-11-08,Fressie Orange/Mango 1 liter,0,0,2370,0,0,3000
2018-11-08,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-08,Fressie Orange PET,0,34560,0,0,34560,0
2018-11-08,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-08,Fressie Orange/Mango+C 1L,0,0,10800,0,0,10800
2018-11-09,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-09,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-09,Fressie Orange/C-power PET,5760,0,0,5760,0,0
2018-11-09,Fressie Orange PET,0,0,172800,0,0,172800
2018-11-09,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-09,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-12,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-12,Fressie Orange/Mango 1 liter,0,0,0,3000,0,0
2018-11-12,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-12,Fressie Orange PET,0,0,0,0,0,0
2018-11-12,Fressie Orange/Mango PET,2880,0,0,2880,0,0
2018-11-12,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-13,Fressie Orange 1 liter,25200,0,0,25200,0,0
2018-11-13,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-13,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-13,Fressie Orange PET,0,43200,0,0,43200,0
2018-11-13,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-13,Fressie Orange/Mango+C 1L,12600,0,20400,12600,0,20400
2018-11-14,Fressie Orange 1 liter,0,0,45600,0,0,45600
2018-11-14,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-14,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-14,Fressie Orange PET,0,0,0,0,0,0
2018-11-14,Fressie Orange/Mango PET,0,0,17280,0,0,17280
2018-11-14,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-15,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-15,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-15,Fressie Orange/C-power PET,0,5760,8640,0,5760,8640
2018-11-15,Fressie Orange PET,0,40320,46080,0,40320,46080
2018-11-15,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-15,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-16,Fressie Orange 1 liter,24000,0,0,24000,0,0
2018-11-16,Fressie Orange/Mango 1 liter,0,0,0,0,0,2400
2018-11-16,Fressie Orange/C-power PET,2880,0,0,2880,0,0
2018-11-16,Fressie Orange PET,23040,0,0,23040,0,0
2018-11-16,Fressie Orange/Mango PET,0,34560,0,0,34560,0
2018-11-16,Fressie Orange/Mango+C 1L,0,0,18000,0,0,18000
2018-11-19,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-19,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-19,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-19,Fressie Orange PET,0,20160,0,0,20160,0
2018-11-19,Fressie Orange/Mango PET,5760,11520,0,5760,11520,0
2018-11-19,Fressie Orange/Mango+C 1L,12000,0,0,12000,0,0
2018-11-20,Fressie Orange 1 liter,25800,0,22200,25800,0,22200
2018-11-20,Fressie Orange/Mango 1 liter,0,0,0,3600,0,0
2018-11-20,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-20,Fressie Orange PET,0,0,31680,0,0,31680
2018-11-20,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-20,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-21,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-21,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-21,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-21,Fressie Orange PET,17280,17280,0,17280,17280,0
2018-11-21,Fressie Orange/Mango PET,0,2880,0,0,2880,0
2018-11-21,Fressie Orange/Mango+C 1L,9600,0,0,9600,0,0
2018-11-22,Fressie Orange 1 liter,0,0,66000,0,0,66000
2018-11-22,Fressie Orange/Mango 1 liter,0,0,1800,0,0,1800
2018-11-22,Fressie Orange/C-power PET,0,0,2880,0,0,2880
2018-11-22,Fressie Orange PET,0,37440,0,0,37440,0
2018-11-22,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-22,Fressie Orange/Mango+C 1L,0,0,24000,0,0,24000
2018-11-23,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-23,Fressie Orange/Mango 1 liter,3600,0,0,3600,0,0
2018-11-23,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-23,Fressie Orange PET,0,0,0,0,0,0
2018-11-23,Fressie Orange/Mango PET,0,5760,0,0,5760,0
2018-11-23,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-26,Fressie Orange 1 liter,24600,0,0,24600,0,0
2018-11-26,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-26,Fressie Orange/C-power PET,2880,8640,0,2880,8640,0
2018-11-26,Fressie Orange PET,0,0,0,0,0,0
2018-11-26,Fressie Orange/Mango PET,2880,0,0,2880,0,0
2018-11-26,Fressie Orange/Mango+C 1L,0,0,20400,0,0,20400
2018-11-27,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-27,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-27,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-27,Fressie Orange PET,0,0,0,0,0,0
2018-11-27,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-27,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-28,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-28,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-28,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-11-28,Fressie Orange PET,0,0,0,0,0,0
2018-11-28,Fressie Orange/Mango PET,0,0,5760,0,0,5760
2018-11-28,Fressie Orange/Mango+C 1L,10800,0,0,10800,0,0
2018-11-29,Fressie Orange 1 liter,0,0,0,0,0,0
2018-11-29,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-11-29,Fressie Orange/C-power PET,0,5760,0,0,5760,0
2018-11-29,Fressie Orange PET,0,0,48960,0,0,48960
2018-11-29,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-11-29,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-11-30,Fressie Orange 1 liter,46800,0,0,46800,0,0
2018-11-30,Fressie Orange/Mango 1 liter,3600,0,0,3600,0,0
2018-11-30,Fressie Orange/C-power PET,0,5357,5357,0,5760,5760
2018-11-30,Fressie Orange PET,0,43200,0,0,43200,0
2018-11-30,Fressie Orange/Mango PET,5760,0,0,5760,0,0
2018-11-30,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-01,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-01,Fressie Orange/Mango 1 liter,0,0,5400,0,0,5400
2018-10-01,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-01,Fressie Orange PET,17280,8640,0,17280,8640,0
2018-10-01,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-01,Fressie Orange/Mango+C 1L,11400,0,46800,11400,0,46800
2018-10-02,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-02,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-02,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-02,Fressie Orange PET,0,0,51840,0,0,51840
2018-10-02,Fressie Orange/Mango PET,0,0,8640,0,0,8640
2018-10-02,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-03,Fressie Orange 1 liter,0,0,58800,0,0,58800
2018-10-03,Fressie Orange/Mango 1 liter,6228,0,0,6600,0,0
2018-10-03,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-03,Fressie Orange PET,0,0,0,0,0,0
2018-10-03,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-03,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-04,Fressie Orange 1 liter,40800,0,0,40800,0,0
2018-10-04,Fressie Orange/Mango 1 liter,0,0,0,1800,0,0
2018-10-04,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-04,Fressie Orange PET,0,17280,0,0,17280,0
2018-10-04,Fressie Orange/Mango PET,8640,0,0,8640,0,0
2018-10-04,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-05,Fressie Orange 1 liter,0,0,28800,0,0,28800
2018-10-05,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-05,Fressie Orange/C-power PET,0,0,0,0,0,0
